Type,Name,Date Created,Date Updated,Date Executed,Current Status,Timezone Id,Location Mode,Arm State,Arm Monitoring,Notification Message,Recipients Contact
Scene,Mr. Baloch,2020-06-04T21:27:46Z,2020-06-04T21:27:46Z,2021-01-27T16:48:23Z,Enabled,,[ 4b29d61f-7d2e-4647-aff7-8e5c8c14d61a ],[ null ],[ ],[ ]
